CPF,MATRICULA,DATA_VENDA,NUMERO,IMPOSTO
5840119709,00236,2015-01-09,765,0.12
5576228758,00237,2015-01-09,766,0.1
8719655770,00237,2015-01-09,767,0.12
3623344710,00235,2015-01-09,768,0.1
7771579779,00235,2015-01-09,769,0.12
8719655770,00237,2015-01-09,770,0.12
2600586709,00235,2015-01-09,771,0.12
94387575700,00237,2015-01-09,772,0.1
492472718,00235,2015-01-09,773,0.12
94387575700,00235,2015-01-09,774,0.12
9283760794,00236,2015-01-09,775,0.1
5648641702,00237,2015-01-09,776,0.12
5840119709,00237,2015-01-09,777,0.12
7771579779,00237,2015-01-10,778,0.12
8719655770,00236,2015-01-10,779,0.12
7771579779,00235,2015-01-10,780,0.1
19290992743,00235,2015-01-10,781,0.12
5840119709,00237,2015-01-10,782,0.1
7771579779,00236,2015-01-10,783,0.12
3623344710,00236,2015-01-10,784,0.12
492472718,00237,2015-01-10,785,0.12
8719655770,00235,2015-01-10,786,0.12
9283760794,00236,2015-01-10,787,0.12
5648641702,00236,2015-01-10,788,0.12
8502682733,00237,2015-01-10,789,0.1
5840119709,00236,2015-01-10,790,0.12
9283760794,00235,2015-01-10,791,0.12
7771579779,00235,2015-01-10,792,0.1
50534475787,00236,2015-01-10,793,0.12
8719655770,00237,2015-01-10,794,0.12
8719655770,00236,2015-01-10,795,0.12
7771579779,00236,2015-01-10,796,0.12
2600586709,00236,2015-01-10,797,0.12
50534475787,00235,2015-01-10,798,0.1
7771579779,00235,2015-01-10,799,0.12
5840119709,00235,2015-01-10,800,0.1
8719655770,00235,2015-01-10,801,0.12
19290992743,00235,2015-01-10,802,0.12
1471156710,00237,2015-01-10,803,0.1
492472718,00236,2015-01-10,804,0.1
94387575700,00237,2015-01-10,805,0.12
492472718,00235,2015-01-10,806,0.1
5648641702,00236,2015-01-10,807,0.1
9283760794,00236,2015-01-10,808,0.12
5576228758,00236,2015-01-10,809,0.12
50534475787,00237,2015-01-10,810,0.1
19290992743,00237,2015-01-10,811,0.12
492472718,00237,2015-01-10,812,0.12
8502682733,00237,2015-01-10,813,0.12
2600586709,00236,2015-01-10,814,0.1
3623344710,00236,2015-01-10,815,0.1
5840119709,00236,2015-01-10,816,0.1
94387575700,00237,2015-01-10,817,0.1
8719655770,00235,2015-01-10,818,0.1
9283760794,00237,2015-01-10,819,0.12
5576228758,00236,2015-01-10,820,0.1
2600586709,00236,2015-01-10,821,0.1
3623344710,00237,2015-01-10,822,0.1
5576228758,00236,2015-01-10,823,0.1
8719655770,00236,2015-01-10,824,0.12
5840119709,00236,2015-01-10,825,0.1
50534475787,00235,2015-01-10,826,0.1
1471156710,00237,2015-01-10,827,0.12
1471156710,00237,2015-01-10,828,0.12
5840119709,00237,2015-01-10,829,0.12
7771579779,00237,2015-01-10,830,0.12
5840119709,00235,2015-01-10,831,0.12
5648641702,00236,2015-01-10,832,0.1
8719655770,00235,2015-01-10,833,0.1
1471156710,00236,2015-01-10,834,0.12
50534475787,00235,2015-01-10,835,0.1
5648641702,00237,2015-01-10,836,0.1
3623344710,00236,2015-01-10,837,0.1
19290992743,00237,2015-01-10,838,0.12
1471156710,00235,2015-01-10,839,0.1
5648641702,00235,2015-01-10,840,0.1
492472718,00237,2015-01-10,841,0.12
5648641702,00236,2015-01-10,842,0.1
8502682733,00235,2015-01-11,843,0.12
492472718,00237,2015-01-11,844,0.1
1471156710,00235,2015-01-11,845,0.1
94387575700,00235,2015-01-11,846,0.1
2600586709,00237,2015-01-11,847,0.1
492472718,00235,2015-01-11,848,0.12
94387575700,00236,2015-01-11,849,0.12
8719655770,00236,2015-01-11,850,0.1
7771579779,00235,2015-01-11,851,0.1
1471156710,00235,2015-01-11,852,0.12
5648641702,00237,2015-01-11,853,0.12
50534475787,00236,2015-01-11,854,0.1
5648641702,00236,2015-01-11,855,0.12
8502682733,00237,2015-01-11,856,0.12
50534475787,00235,2015-01-11,857,0.12
50534475787,00237,2015-01-11,858,0.1
3623344710,00235,2015-01-11,859,0.12
5648641702,00237,2015-01-11,860,0.1
94387575700,00236,2015-01-11,861,0.1
492472718,00237,2015-01-11,862,0.12
8502682733,00235,2015-01-11,863,0.12
19290992743,00237,2015-01-11,864,0.12
8719655770,00237,2015-01-11,865,0.12
2600586709,00236,2015-01-11,866,0.1
7771579779,00236,2015-01-11,867,0.12
3623344710,00235,2015-01-11,868,0.12
8719655770,00237,2015-01-11,869,0.1
9283760794,00237,2015-01-11,870,0.12
2600586709,00236,2015-01-11,871,0.1
7771579779,00235,2015-01-11,872,0.1
7771579779,00235,2015-01-11,873,0.12
492472718,00237,2015-01-11,874,0.12
2600586709,00235,2015-01-11,875,0.1
8502682733,00236,2015-01-11,876,0.12
492472718,00236,2015-01-11,877,0.12
5840119709,00236,2015-01-11,878,0.12
3623344710,00237,2015-01-11,879,0.12
3623344710,00235,2015-01-11,880,0.1
5840119709,00236,2015-01-11,881,0.1
8719655770,00237,2015-01-11,882,0.12
50534475787,00237,2015-01-11,883,0.12
50534475787,00236,2015-01-11,884,0.1
19290992743,00235,2015-01-11,885,0.12
8502682733,00235,2015-01-11,886,0.1
3623344710,00237,2015-01-11,887,0.12
3623344710,00237,2015-01-11,888,0.12
5576228758,00236,2015-01-11,889,0.12
8502682733,00237,2015-01-11,890,0.1
5648641702,00235,2015-01-11,891,0.1
94387575700,00236,2015-01-11,892,0.12
5840119709,00236,2015-01-11,893,0.12
8719655770,00235,2015-01-11,894,0.1
3623344710,00237,2015-01-11,895,0.12
8502682733,00237,2015-01-11,896,0.1
19290992743,00236,2015-01-11,897,0.12
2600586709,00236,2015-01-11,898,0.12
492472718,00237,2015-01-11,899,0.12
2600586709,00237,2015-01-11,900,0.1
1471156710,00236,2015-01-11,901,0.12
492472718,00237,2015-01-11,902,0.12
19290992743,00236,2015-01-11,903,0.1
94387575700,00237,2015-01-11,904,0.1
2600586709,00237,2015-01-11,905,0.1
5840119709,00236,2015-01-11,906,0.1
1471156710,00236,2015-01-12,907,0.1
8719655770,00235,2015-01-12,908,0.12
19290992743,00236,2015-01-12,909,0.1
19290992743,00235,2015-01-12,910,0.12
50534475787,00237,2015-01-12,911,0.12
19290992743,00237,2015-01-12,912,0.1
19290992743,00235,2015-01-12,913,0.1
50534475787,00235,2015-01-12,914,0.12
5576228758,00236,2015-01-12,915,0.1
8502682733,00236,2015-01-12,916,0.12
9283760794,00237,2015-01-12,917,0.1
94387575700,00235,2015-01-12,918,0.1
5840119709,00236,2015-01-12,919,0.12
492472718,00236,2015-01-12,920,0.12
3623344710,00236,2015-01-12,921,0.1
2600586709,00236,2015-01-12,922,0.12
19290992743,00237,2015-01-12,923,0.12
2600586709,00236,2015-01-12,924,0.1
8719655770,00237,2015-01-12,925,0.12
9283760794,00236,2015-01-12,926,0.1
8502682733,00235,2015-01-12,927,0.1
9283760794,00237,2015-01-12,928,0.12
1471156710,00236,2015-01-12,929,0.1
5840119709,00237,2015-01-12,930,0.1
492472718,00236,2015-01-12,931,0.1
5648641702,00237,2015-01-12,932,0.1
3623344710,00236,2015-01-12,933,0.12
7771579779,00235,2015-01-12,934,0.12
5840119709,00235,2015-01-12,935,0.1
9283760794,00235,2015-01-12,936,0.12
7771579779,00235,2015-01-12,937,0.12
9283760794,00237,2015-01-12,938,0.12
7771579779,00236,2015-01-12,939,0.1
50534475787,00235,2015-01-12,940,0.12
7771579779,00237,2015-01-12,941,0.12
5840119709,00235,2015-01-12,942,0.1
50534475787,00236,2015-01-12,943,0.12
9283760794,00236,2015-01-12,944,0.12
8502682733,00236,2015-01-12,945,0.1
8502682733,00236,2015-01-12,946,0.12
5840119709,00237,2015-01-12,947,0.1
9283760794,00237,2015-01-12,948,0.1
1471156710,00237,2015-01-12,949,0.1
3623344710,00237,2015-01-12,950,0.1
19290992743,00236,2015-01-12,951,0.1
50534475787,00237,2015-01-12,952,0.12
8502682733,00237,2015-01-12,953,0.12
8719655770,00237,2015-01-12,954,0.1
492472718,00235,2015-01-12,955,0.1
5576228758,00236,2015-01-12,956,0.1
1471156710,00236,2015-01-12,957,0.1
7771579779,00236,2015-01-12,958,0.12
9283760794,00236,2015-01-12,959,0.1
9283760794,00236,2015-01-12,960,0.1
50534475787,00236,2015-01-12,961,0.12
5840119709,00236,2015-01-12,962,0.1
5648641702,00237,2015-01-12,963,0.1
3623344710,00235,2015-01-12,964,0.1
19290992743,00236,2015-01-12,965,0.1
9283760794,00235,2015-01-12,966,0.12
19290992743,00237,2015-01-12,967,0.1
50534475787,00235,2015-01-12,968,0.12
1471156710,00237,2015-01-12,969,0.1
2600586709,00236,2015-01-12,970,0.1
5576228758,00236,2015-01-12,971,0.12
94387575700,00236,2015-01-12,972,0.1
9283760794,00236,2015-01-12,973,0.12
492472718,00236,2015-01-12,974,0.12
8719655770,00237,2015-01-12,975,0.12
94387575700,00235,2015-01-12,976,0.12
8502682733,00235,2015-01-12,977,0.1
8502682733,00237,2015-01-12,978,0.1
2600586709,00237,2015-01-13,979,0.1
5648641702,00237,2015-01-13,980,0.1
5648641702,00236,2015-01-13,981,0.1
7771579779,00236,2015-01-13,982,0.12
19290992743,00237,2015-01-13,983,0.12
8719655770,00236,2015-01-13,984,0.12
19290992743,00235,2015-01-13,985,0.12
8719655770,00235,2015-01-13,986,0.1
1471156710,00237,2015-01-13,987,0.12
3623344710,00236,2015-01-13,988,0.12
2600586709,00237,2015-01-13,989,0.1
50534475787,00236,2015-01-13,990,0.1
8719655770,00235,2015-01-13,991,0.1
5648641702,00235,2015-01-13,992,0.12
5840119709,00237,2015-01-13,993,0.1
94387575700,00236,2015-01-13,994,0.12
7771579779,00236,2015-01-13,995,0.12
5648641702,00235,2015-01-13,996,0.12
2600586709,00235,2015-01-13,997,0.12
50534475787,00237,2015-01-13,998,0.12
2600586709,00236,2015-01-13,999,0.1
492472718,00237,2015-01-13,1000,0.1
9283760794,00236,2015-01-13,1001,0.12
7771579779,00236,2015-01-13,1002,0.1
5840119709,00237,2015-01-13,1003,0.12
5648641702,00237,2015-01-13,1004,0.12
2600586709,00237,2015-01-13,1005,0.12
19290992743,00236,2015-01-13,1006,0.1
8502682733,00236,2015-01-13,1007,0.12
9283760794,00237,2015-01-13,1008,0.1
5576228758,00235,2015-01-13,1009,0.12
8502682733,00235,2015-01-13,1010,0.1
7771579779,00236,2015-01-13,1011,0.12
492472718,00235,2015-01-13,1012,0.12
1471156710,00235,2015-01-13,1013,0.1
50534475787,00237,2015-01-13,1014,0.1
8719655770,00235,2015-01-13,1015,0.12
9283760794,00236,2015-01-13,1016,0.1
94387575700,00236,2015-01-13,1017,0.1
9283760794,00236,2015-01-13,1018,0.1
94387575700,00235,2015-01-13,1019,0.12
19290992743,00237,2015-01-13,1020,0.1
8502682733,00236,2015-01-13,1021,0.1
2600586709,00235,2015-01-13,1022,0.1
7771579779,00235,2015-01-13,1023,0.12
8719655770,00235,2015-01-13,1024,0.12
94387575700,00236,2015-01-13,1025,0.12
3623344710,00235,2015-01-13,1026,0.1
1471156710,00237,2015-01-13,1027,0.12
492472718,00236,2015-01-13,1028,0.12
94387575700,00237,2015-01-13,1029,0.12
5840119709,00235,2015-01-13,1030,0.1
8719655770,00237,2015-01-13,1031,0.12
19290992743,00235,2015-01-13,1032,0.12
8719655770,00237,2015-01-13,1033,0.12
50534475787,00236,2015-01-13,1034,0.12
492472718,00236,2015-01-13,1035,0.1
5840119709,00236,2015-01-13,1036,0.1
7771579779,00235,2015-01-13,1037,0.12
5648641702,00237,2015-01-13,1038,0.1
94387575700,00237,2015-01-13,1039,0.1
5576228758,00236,2015-01-13,1040,0.12
9283760794,00235,2015-01-13,1041,0.1
9283760794,00237,2015-01-13,1042,0.12
94387575700,00236,2015-01-13,1043,0.1
7771579779,00236,2015-01-13,1044,0.12
7771579779,00235,2015-01-13,1045,0.1
19290992743,00235,2015-01-13,1046,0.1
8719655770,00237,2015-01-13,1047,0.1
7771579779,00236,2015-01-13,1048,0.12
492472718,00237,2015-01-13,1049,0.1
94387575700,00236,2015-01-13,1050,0.12
7771579779,00237,2015-01-13,1051,0.1
5648641702,00237,2015-01-13,1052,0.12
492472718,00235,2015-01-13,1053,0.12
9283760794,00235,2015-01-13,1054,0.1
94387575700,00236,2015-01-13,1055,0.1
8502682733,00236,2015-01-13,1056,0.12
5840119709,00236,2015-01-13,1057,0.12
50534475787,00235,2015-01-13,1058,0.12
7771579779,00235,2015-01-13,1059,0.1
19290992743,00236,2015-01-13,1060,0.1
8719655770,00235,2015-01-13,1061,0.12
3623344710,00235,2015-01-13,1062,0.12
5576228758,00235,2015-01-14,1063,0.12
8719655770,00236,2015-01-14,1064,0.1
8719655770,00237,2015-01-14,1065,0.12
5840119709,00237,2015-01-14,1066,0.12
5648641702,00237,2015-01-14,1067,0.1
19290992743,00235,2015-01-14,1068,0.12
492472718,00237,2015-01-14,1069,0.12
5840119709,00236,2015-01-14,1070,0.12
19290992743,00236,2015-01-14,1071,0.12
8502682733,00236,2015-01-14,1072,0.1
5576228758,00235,2015-01-14,1073,0.12
5840119709,00236,2015-01-14,1074,0.1
50534475787,00235,2015-01-14,1075,0.1
1471156710,00235,2015-01-14,1076,0.12
8502682733,00235,2015-01-14,1077,0.1
8502682733,00236,2015-01-14,1078,0.12
5576228758,00236,2015-01-14,1079,0.12
8502682733,00236,2015-01-14,1080,0.1
50534475787,00236,2015-01-14,1081,0.12
7771579779,00235,2015-01-14,1082,0.12
50534475787,00235,2015-01-14,1083,0.1
5840119709,00237,2015-01-14,1084,0.1
2600586709,00235,2015-01-14,1085,0.1
492472718,00235,2015-01-14,1086,0.12
7771579779,00235,2015-01-14,1087,0.12
8502682733,00236,2015-01-14,1088,0.1
19290992743,00235,2015-01-14,1089,0.1
5840119709,00236,2015-01-14,1090,0.1
19290992743,00237,2015-01-14,1091,0.12
492472718,00236,2015-01-14,1092,0.1
19290992743,00236,2015-01-14,1093,0.1
8502682733,00236,2015-01-14,1094,0.1
5840119709,00236,2015-01-14,1095,0.12
9283760794,00236,2015-01-14,1096,0.12
94387575700,00237,2015-01-14,1097,0.1
94387575700,00235,2015-01-14,1098,0.12
9283760794,00236,2015-01-14,1099,0.12
